epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,9529.01,0.50979,0.16388,0.00703,0.91469,0.93345,0.9304,0.54702,1.40194,0.61249,0.03023,0.000646429,0.000646429,0.000646429
27,9892.39,0.50191,0.1637,0.00695,0.92132,0.91485,0.93964,0.5549,1.402,0.61289,0.0302,0.000632286,0.000632286,0.000632286
28,10256.7,0.48633,0.15957,0.00674,0.90638,0.92201,0.93934,0.5497,1.39942,0.61436,0.03,0.000618143,0.000618143,0.000618143
29,10620.8,0.46665,0.15474,0.00647,0.9117,0.92898,0.94119,0.55603,1.3924,0.59955,0.02993,0.000604,0.000604,0.000604
30,10985.5,0.45532,0.15061,0.00627,0.91111,0.93349,0.94202,0.55522,1.39786,0.61695,0.02998,0.000589857,0.000589857,0.000589857
31,11350,0.43402,0.14273,0.00595,0.91224,0.91569,0.93489,0.55493,1.38449,0.63901,0.02986,0.000575714,0.000575714,0.000575714
32,11714.7,0.42528,0.14213,0.00581,0.91753,0.91595,0.93548,0.5519,1.39987,0.61859,0.03034,0.000561571,0.000561571,0.000561571
33,12079.2,0.42383,0.14012,0.00581,0.93278,0.91441,0.94402,0.55932,1.38756,0.61244,0.02995,0.000547429,0.000547429,0.000547429
34,12444.2,0.41131,0.13692,0.00564,0.91946,0.92698,0.93852,0.55491,1.39699,0.60973,0.02991,0.000533286,0.000533286,0.000533286
35,12809.5,0.41044,0.13567,0.0056,0.92762,0.91829,0.93282,0.5558,1.37557,0.61342,0.02957,0.000519143,0.000519143,0.000519143
36,13174.3,0.39561,0.13241,0.00544,0.91885,0.93681,0.93916,0.5551,1.39264,0.61028,0.02998,0.000505,0.000505,0.000505
37,13539.2,0.38469,0.12988,0.00524,0.9253,0.91602,0.93035,0.55371,1.38061,0.62537,0.02995,0.000490857,0.000490857,0.000490857
38,13903.9,0.36818,0.12365,0.00505,0.92136,0.92746,0.93892,0.55593,1.38725,0.62107,0.02995,0.000476714,0.000476714,0.000476714
39,14268.5,0.36857,0.1249,0.00504,0.9192,0.92301,0.93882,0.55602,1.3835,0.63975,0.02975,0.000462571,0.000462571,0.000462571
40,14633.3,0.35902,0.12122,0.00489,0.91189,0.93119,0.93575,0.55627,1.39036,0.63904,0.0299,0.000448429,0.000448429,0.000448429
41,14998.1,0.35459,0.1194,0.00487,0.90737,0.93665,0.93729,0.56201,1.36882,0.62625,0.02955,0.000434286,0.000434286,0.000434286
42,15362.4,0.34699,0.11914,0.00473,0.91321,0.92479,0.93492,0.56095,1.37599,0.63537,0.02963,0.000420143,0.000420143,0.000420143
43,15726.7,0.33877,0.11802,0.00461,0.92725,0.92391,0.93323,0.56096,1.375,0.64672,0.02964,0.000406,0.000406,0.000406
44,16091.7,0.33541,0.1156,0.00454,0.90576,0.93063,0.93407,0.55738,1.3878,0.64518,0.02984,0.000391857,0.000391857,0.000391857
45,16456.9,0.32359,0.11098,0.00441,0.91228,0.93068,0.93488,0.55938,1.3695,0.6387,0.02948,0.000377714,0.000377714,0.000377714
46,16822.2,0.32274,0.1103,0.0044,0.91246,0.93704,0.92943,0.55633,1.37492,0.64582,0.02955,0.000363571,0.000363571,0.000363571
47,17187,0.30853,0.10675,0.0042,0.91892,0.92839,0.92878,0.55368,1.37468,0.665,0.02963,0.000349429,0.000349429,0.000349429
48,17552,0.30711,0.10576,0.00416,0.91648,0.92956,0.93437,0.55858,1.3797,0.64683,0.02968,0.000335286,0.000335286,0.000335286
49,17916.1,0.304,0.10657,0.00412,0.92003,0.92736,0.92397,0.55409,1.36862,0.66095,0.02955,0.000321143,0.000321143,0.000321143
50,18282.3,0.3061,0.10525,0.00417,0.93638,0.91551,0.92386,0.54528,1.38322,0.65814,0.02999,0.000307,0.000307,0.000307
51,18650.7,0.29146,0.10205,0.00394,0.91832,0.92271,0.92168,0.54984,1.37427,0.66345,0.02964,0.000292857,0.000292857,0.000292857
52,19017.4,0.28628,0.10019,0.00389,0.93001,0.91631,0.92549,0.55426,1.37442,0.67344,0.02965,0.000278714,0.000278714,0.000278714
53,19382.5,0.27919,0.09742,0.00376,0.9266,0.9211,0.92732,0.55764,1.36965,0.66223,0.02956,0.000264571,0.000264571,0.000264571
54,19747.2,0.27732,0.09839,0.00376,0.92888,0.92144,0.93055,0.55717,1.36367,0.65742,0.02946,0.000250429,0.000250429,0.000250429
55,20111.8,0.26484,0.09325,0.00358,0.91806,0.92634,0.92941,0.55842,1.36708,0.67983,0.02953,0.000236286,0.000236286,0.000236286
56,20476.5,0.26704,0.09403,0.00362,0.92679,0.92831,0.93119,0.56123,1.36117,0.64099,0.02942,0.000222143,0.000222143,0.000222143
57,20841.4,0.26148,0.09215,0.00354,0.93163,0.91876,0.932,0.55938,1.3654,0.65293,0.02952,0.000208,0.000208,0.000208
58,21206.1,0.25577,0.09057,0.00347,0.92176,0.931,0.93359,0.55921,1.3655,0.63885,0.02949,0.000193857,0.000193857,0.000193857
59,21572.3,0.25062,0.08978,0.00341,0.9288,0.92575,0.93017,0.56044,1.36416,0.6478,0.02946,0.000179714,0.000179714,0.000179714
60,21937.7,0.24954,0.08932,0.00337,0.92451,0.93043,0.9272,0.55837,1.36591,0.65184,0.02944,0.000165571,0.000165571,0.000165571
61,22304.9,0.24233,0.08629,0.00328,0.93218,0.92044,0.92942,0.56098,1.36512,0.65585,0.02941,0.000151429,0.000151429,0.000151429
